Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2025,8,KAMAREDDY,MADNOOR,Jukkal,1807113,Wajra Khandi,44,10,2,50,6,0,32,21,3
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412354,Karukonda-2,44,8,1,49,4,0,31,20,2
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kodur,1412090,Jamisthapur-2,47,8,0,54,1,0,44,9,2
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412304,Ipptoor-2,29,0,0,29,0,0,26,3,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412347,Kakarlapadu-2,31,2,0,33,0,0,21,11,1
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302044,Nagireddypally,84,3,1,87,1,0,72,14,2
2025,8,MULUGU,ETURUNAGARAM (T),MALLURU,2117004,Motlagudem ,14,4,0,18,0,0,12,6,0
2025,8,RANGAREDDY,IBRAHIMPATANAM,Rangapuram,1504074,Japal-2,55,7,0,61,1,0,50,12,0
2025,8,KAMAREDDY,MADNOOR,Bichkunda,1807013,Bichkunda-7,64,1,0,64,1,0,62,3,0
2025,8,SANGAREDDY,NARAYANKHED,Manoor,1706012,Timmapur,54,0,0,53,0,1,54,0,0
2025,8,SANGAREDDY,NARAYANKHED,Manoor,1706169,Kamlapoor,22,0,2,22,1,1,22,0,2
2025,8,SANGAREDDY,NARAYANKHED,Manoor,1706255,Athimyal - 2,31,1,2,33,0,1,27,4,3
2025,8,MEDAK,RAMAYAMPET,Masaipet,1708148,Achampet,54,8,0,60,2,0,37,15,10
2025,8,MULUGU,ETURUNAGARAM (T),RAMACHANDRUNIPETA,2117061,Ramchandrunipeta,15,8,0,19,4,0,10,6,7
2025,8,SIDDIPET,DUBBAK,Indupriyal,1702218,Godugupally-II,29,10,5,40,4,0,28,11,5
2025,8,RANGAREDDY,IBRAHIMPATANAM,Medipally,1504124,Kothapally - 2,42,12,1,47,7,1,28,20,7
2025,8,NALGONDA,DEVARAKONDA,DEVARAKONDA,2303223,Chandranna Colony,35,0,0,33,2,0,35,0,0
2025,8,MEDAK,RAMAYAMPET,Nizampet,1708198,Kalvakunta III,36,6,1,42,1,0,38,4,1
2025,8,KAMAREDDY,MADNOOR,Jukkal,1807065,Koulas-2,50,9,0,59,0,0,53,6,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kodur,1412100,Venkatapur-1,38,2,0,39,1,0,23,17,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412351,Teegalapally-1,36,1,0,37,0,0,32,5,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302055,Kasegudiselu,24,3,1,26,2,0,23,4,1
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302008,Veeravelly-II,58,11,2,62,8,1,64,6,1
2025,8,MULUGU,ETURUNAGARAM (T),MALLURU,2117015,Narsimhasagar - III,21,3,0,23,1,0,15,5,4
2025,8,KAMAREDDY,MADNOOR,Bichkunda,1807035,Fathlapoor-1,62,6,1,67,2,0,61,5,3
2025,8,RANGAREDDY,IBRAHIMPATANAM,Rangapuram,1504088,Loyapally -3,48,6,0,50,4,0,27,11,16
2025,8,RAJANNA-SIRICILLA,VEMULAWADA,Rudrangi,1803223,Sarpanch Tanda,13,1,0,13,1,0,13,1,0
2025,8,MEDAK,RAMAYAMPET,Masaipet,1708146,Ramanthapur,33,2,0,32,3,0,35,0,0
2025,8,MULUGU,ETURUNAGARAM (T),RAMACHANDRUNIPETA,2117066,Chintakunta ,11,6,0,12,5,0,13,2,2
2025,8,MULUGU,ETURUNAGARAM (T),RAMACHANDRUNIPETA,2117083,Anjaneyapuri,7,2,0,6,2,1,7,1,1
2025,8,RANGAREDDY,IBRAHIMPATANAM,Medipally,1504135,Kurmidda-1,47,8,3,55,3,0,16,25,17
2025,8,NALGONDA,DEVARAKONDA,DEVARAKONDA,2304046,Ambatonigudem,6,1,0,6,0,1,7,0,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Raigir,2302025,B N Thimmapur-I,63,3,2,64,4,0,56,11,1
2025,8,HANMAKONDA,HANAMKONDA (U),Padmakshi,2114041,Rangampet -3,78,5,0,82,1,0,74,7,2
2025,8,MEDAK,RAMAYAMPET,Nizampet,1708248,Bachurajpally Thanda,19,0,0,19,0,0,19,0,0
2025,8,MEDAK,RAMAYAMPET,Nizampet,1708095,Nandha Gokul,56,5,1,61,1,0,57,5,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Revulaplly,1405233,UPPRAI -IV,45,1,1,46,1,0,2,24,21
2025,8,KHAMMAM,KALLUR,Penubally,2204153,Thallapenta-1,41,0,1,41,1,0,39,3,0
2025,8,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,2318333,Kolampenta,0,0,0,0,0,0,0,0,0
2025,8,MAHABUBNAGAR,DEVERAKADRA,Amisthapur,1407186,RAMDAS THANDA,38,4,0,39,3,0,32,6,4
2025,8,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401119,Venkateshwarlabai-II,39,0,0,39,0,0,38,1,0
2025,8,NALGONDA,ANUMULA,Haliya,2314108,Veerlagadda thanda,16,1,0,17,0,0,15,1,1
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301102,MT Thanda,45,2,0,46,1,0,40,7,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301106,Chokla thanda,21,0,2,21,2,0,20,3,0
2025,8,HYDERABAD,CHARMINAR,Yakutpura,1603075,Moulaka chilla,59,3,0,61,1,0,46,14,2
2025,8,VIKARABAD,KODANGAL,RUdraram,1409058,BHEEMALI (T),0,0,0,0,0,0,0,0,0
2025,8,KHAMMAM,KALLUR,Peruvancha,2204404,Ramakrishnapuram,17,0,0,14,3,0,17,0,0
2025,8,MAHABUBNAGAR,DEVERAKADRA,Kandur,1407203,RACHALA - I,34,5,1,36,3,1,30,4,6
2025,8,KHAMMAM,KALLUR,Lankapally,2204157,Lankapally-1,36,1,0,36,1,0,37,0,0
2025,8,MEDCHAL - MALKAJIGIRI,ALWAL,Alwal,1501012,EVS High School,129,3,1,131,1,1,109,20,4
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Kaloor_timmandoddy,1405182,K.T.DODDI -I,45,21,3,67,1,1,24,16,29
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Kaloor_timmandoddy,1405216,KONDAPURAM-II,50,4,0,53,1,0,34,11,9
2025,8,SURYAPET,CHIVEMLA,Athmakur(s),2317231,M D Pally(SC),44,6,0,47,3,0,44,4,2
2025,8,SURYAPET,CHIVEMLA,Athmakur(s),2317282,Enubamla-2,51,1,0,50,2,0,52,0,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Jainallipur,1412040,Ambatipally,11,5,1,16,1,0,3,11,3
2025,8,NIZAMABAD,ARMOOR,Mupkal,1801204,Kothapally-1,44,3,1,45,3,0,41,4,3
2025,8,SANGAREDDY,JOGIPET,Khadirabad,1703204,Saipet,56,1,0,57,0,0,53,3,1
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Peddalingapur,2014131,ANANTHARAM-2,58,1,0,59,0,0,58,1,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Peddalingapur,2014138,ANANTHAGIRI-2,29,2,0,31,0,0,22,8,1
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Subhashnagar,2014324,CHENDRAMPETA-SC,121,3,0,124,0,0,115,8,1
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Ghanpur,2111231,JANGUPALLI,25,2,0,26,1,0,19,6,2
2025,8,JAGITYAL,DHARMAPURI,jaina,2005207,Gadepally,25,5,0,26,4,0,26,4,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Mustabad,2014188,BANDANKAL-2,45,2,1,35,13,0,46,0,2
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Mustabad,2014224,VENKATRAOPELLI,73,8,2,63,20,0,78,4,1
2025,8,MAHABUBABAD ,DORNAKAL,Balapala,2118133,BALAPALA,13,1,0,13,1,0,11,3,0
2025,8,MAHABUBABAD ,DORNAKAL,Balapala,2118147,ROOPLA THANDA,8,1,1,10,0,0,6,3,1
2025,8,KARIMNAGAR,GANGADHARA,Garshakurthi,2002020,Peddachampalli-1,28,3,1,30,2,0,26,4,2
2025,8,JAGITYAL,DHARMAPURI,Dharmapuri,2005157,Dharampuri V,35,1,1,34,3,0,34,2,1
2025,8,WARANGAL,NARSAMPET,DEEKSHAKUNTA,2112167,Mudu Thanda,25,0,1,23,3,0,21,4,1
2025,8,SANGAREDDY,JOGIPET,Vatpally,1703104,Pothulaboguda - 1,34,3,1,33,5,0,31,4,3
2025,8,SANGAREDDY,JOGIPET,Hathnoora,1705133,Hathnoora-III,77,2,1,77,3,0,69,10,1
2025,8,SANGAREDDY,JOGIPET,Hathnoora,1705026,Naguldevulapally,95,3,1,93,5,1,99,0,0
2025,8,JANGAON,JANGAON,Bommakur,2101141,Bikyathanda,20,0,0,19,1,0,20,0,0
2025,8,KAMAREDDY,BANSWADA,Banswada,1802219,Sangojipet (T),7,3,1,7,3,1,9,1,1
2025,8,JAGITYAL,DHARMAPURI,jaina,2005192,Edapally,50,8,1,56,3,0,47,11,1
2025,8,MEDAK,ALLADURG,Dhanoora,1704219,Palvancha,47,1,0,47,1,0,48,0,0
2025,8,KAMAREDDY,BANSWADA,Banswada,1802002,Banswada-2,151,6,1,157,1,0,133,24,1
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,CHITYALA,2102009,Nawabpet -3,19,1,0,20,0,0,17,3,0
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Ghanpur,2111101,Ghanpur - III,87,8,3,85,13,0,89,7,2
2025,8,MAHABUBABAD ,DORNAKAL,Balapala,2118134,Balu thanda,21,1,0,22,0,0,20,2,0
2025,8,MAHABUBABAD ,DORNAKAL,Balapala,2118138,KANCHARLA GUDEM THANDA,27,4,1,30,1,1,22,9,1
2025,8,KARIMNAGAR,GANGADHARA,Garshakurthi,2002018,Garshakurthi-3,61,16,2,74,5,0,60,16,3
2025,8,SANGAREDDY,JOGIPET,Pulkal,1703147,Taddanpally,31,2,2,34,1,0,30,2,3
2025,8,PEDDAPALLI,MANTHANI,RAMAGIRI,2010157,Rathanapoor -3,32,0,0,32,0,0,31,1,0
2025,8,WARANGAL,NARSAMPET,DEEKSHAKUNTA,2112169,Chandrugonda,19,2,0,17,4,0,17,3,1
2025,8,WARANGAL,NARSAMPET,DEEKSHAKUNTA,2112318,Ingya Thanda,8,1,0,8,1,0,5,3,1
2025,8,SANGAREDDY,JOGIPET,Vatpally,1703100,Gorrekal - 2,61,5,2,64,2,2,49,14,5
2025,8,SANGAREDDY,JOGIPET,Hathnoora,1705104,Govindarajpally,72,2,0,70,4,0,67,3,4
2025,8,SANGAREDDY,JOGIPET,Hathnoora,1705219,Hathnoora-IV,43,8,4,49,6,0,46,5,4
2025,8,JAGITYAL,DHARMAPURI,Dharmapuri,2005158,Dharampuri VI,58,2,1,59,2,0,15,19,27
2025,8,PEDDAPALLI,MANTHANI,GUNJAPADUGU,2010008,Siripuram -1,17,2,0,19,0,0,15,4,0
2025,8,PEDDAPALLI,MANTHANI,EGLASPOOR,2010208,Mahaboobpally,16,5,1,19,3,0,11,10,1
2025,8,MEDAK,RAMAYAMPET,Nizampet,1708163,Jadcheru (LT),22,0,0,22,0,0,22,0,0
2025,8,MEDAK,RAMAYAMPET,Nizampet,1708197,Nizampet V,42,10,1,52,1,0,47,4,2
2025,8,SIDDIPET,DUBBAK,Indupriyal,1702198,Mubaraspoor-II,56,9,1,60,6,0,53,12,1
2025,8,KAMAREDDY,MADNOOR,Edigi,1807018,Chandegaon,45,6,0,49,2,0,44,5,2
2025,8,KAMAREDDY,MADNOOR,Edigi,1807167,Nagulgaon-2,54,9,0,63,0,0,57,4,2
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Jainallipur,1412019,Dharampur-1,21,1,0,22,0,0,20,2,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Bommalaramaram,2302157,Mailaramthanda,24,1,0,25,0,0,23,2,0
2025,8,RAJANNA-SIRICILLA,VEMULAWADA,Chandurthi,2016173,Marrigadda -1,71,3,1,74,1,0,64,11,0
2025,8,RAJANNA-SIRICILLA,VEMULAWADA,Chandurthi,2016190,Engal-2,52,4,3,56,3,0,53,5,1
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412300,Rukkamapally,25,10,0,33,2,0,28,6,1
2025,8,NALGONDA,DEVARAKONDA,KANDHUKUR,2304127,Malabai,11,4,3,17,1,0,9,4,5
2025,8,MAHABUBABAD ,GUDUR,Pegadapalli,2105183,Bothavanigudem,16,1,1,17,1,0,5,3,10
2025,8,HYDERABAD,GOLKONDA,Mallepally,1604079,Afzal Sagar - II,156,2,1,158,1,0,76,67,16
2025,8,SIDDIPET,DUBBAK,Venkatraopet,1701109,Lingapur-I,42,17,4,54,9,0,44,16,3
2025,8,KAMAREDDY,MADNOOR,Madnoor,1807116,Anthapoor,64,0,1,64,0,1,64,1,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kothlabad,1412270,Shervenkatapur-1,31,5,0,36,0,0,26,9,1
2025,8,KAMAREDDY,MADNOOR,Jukkal,1807053,Kande Balloor,60,6,2,66,2,0,60,8,0
2025,8,KAMAREDDY,MADNOOR,Jukkal,1807123,Mylar,17,3,0,19,1,0,16,2,2
2025,8,KAMAREDDY,MADNOOR,Jukkal,1807153,K Kallali Tanda,22,1,0,23,0,0,21,2,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412307,Kuchur-1,35,11,1,43,4,0,19,17,11
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412314,Hajilapur Thanda,33,1,0,34,0,0,32,2,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302018,Ghousenagar,43,9,0,46,6,0,50,2,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302020,Ramachandrapuram,27,4,0,29,2,0,27,3,1
2025,8,SANGAREDDY,NARAYANKHED,Thadkal,1706079,Jamgi K,52,0,1,52,0,1,50,3,0
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412316,Kamaram-2,21,2,2,24,1,0,6,12,7
2025,8,HYDERABAD,GOLKONDA,Mallepally,1604065,Nehru Nagar,110,11,4,120,5,0,60,62,3
2025,8,HYDERABAD,GOLKONDA,Mallepally,1604072,Syed Nagar - III,160,3,1,163,1,0,106,53,5
2025,8,MAHABUBABAD ,GUDUR,Ayodyapuram,2105069,Ayodyapuram,19,1,0,19,1,0,18,2,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Urban II,2302218,Indiranagar-II,52,7,4,59,4,0,54,3,6
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Urban II,2302220,Singannagudem,42,0,1,42,1,0,42,0,1
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304383,Putalram Thanda,17,2,0,18,1,0,14,5,0
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304083,Surya Thanda,16,0,0,15,1,0,16,0,0
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304085,Rollabanda Thanda,12,0,0,11,1,0,11,1,0
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304090,N Badya Thanda,18,1,0,18,1,0,19,0,0
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304092,Korralaxmi Thanda,16,0,2,16,2,0,16,0,2
2025,8,NIZAMABAD,ARMOOR,Donkeshwar,1801037,Donkeshwar -3,66,2,0,67,1,0,66,2,0
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Kamalapur,2004195,Uppal-4,62,5,1,66,1,1,56,11,1
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Kamalapur,2004202,Kamalapur-6,53,9,2,61,3,0,32,24,8
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Bheemaram,2106248,Bheemaram- IV,56,1,1,57,1,0,54,2,2
2025,8,MAHABUBABAD ,DORNAKAL,Balapala,2118150,Seerolu - III,20,5,0,25,0,0,21,4,0
2025,8,SANGAREDDY,JOGIPET,Pulkal,1703135,Pulkal - 3,46,7,0,50,3,0,49,4,0
2025,8,SANGAREDDY,JOGIPET,Pulkal,1703137,Minpur - 2,36,1,0,33,3,1,33,4,0
2025,8,SANGAREDDY,JOGIPET,Pulkal,1703144,ESOJIPET-1,25,1,3,26,2,1,22,5,2
2025,8,KARIMNAGAR,GANGADHARA,Garshakurthi,2002023,Thadijerri,45,9,1,53,2,0,41,10,4
2025,8,KARIMNAGAR,GANGADHARA,Garshakurthi,2002030,Gattubuthkur-1,35,6,3,41,3,0,22,10,12
2025,8,KARIMNAGAR,GANGADHARA,Garshakurthi,2002032,Gattubuthkur-3,54,12,2,64,4,0,45,18,5
2025,8,MAHABUBABAD ,DORNAKAL,Mulkalapally,2118050,Chilakkoyalapadu - III,27,2,0,29,0,0,27,2,0
2025,8,MAHABUBABAD ,DORNAKAL,Mulkalapally,2118073,Kannegundla,19,2,0,21,0,0,20,1,0
2025,8,MAHABUBABAD ,DORNAKAL,Mulkalapally,2118080,Seethrampur Banjara,0,0,0,0,0,0,0,0,0
2025,8,WARANGAL,NARSAMPET,REDLAWADA,2112134,Thopanapalli,44,5,0,48,1,0,22,14,13
2025,8,WARANGAL,NARSAMPET,REDLAWADA,2112155,Maheboobnayak Thanda,41,2,4,45,2,0,34,5,8
2025,8,WARANGAL,NARSAMPET,REDLAWADA,2112157,Dudiya Thanda,32,2,1,34,1,0,10,11,14
2025,8,JAGITYAL,DHARMAPURI,Dharmapuri,2005171,Haranapally,60,8,0,64,2,2,52,13,3
2025,8,PEDDAPALLI,MANTHANI,GUNJAPADUGU,2010151,Kannala-2-2,20,1,1,21,1,0,14,7,1
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Bommalaramaram,2302151,Jalalpur-III,22,5,0,25,2,0,22,5,0
2025,8,RAJANNA-SIRICILLA,VEMULAWADA,Chandurthi,2016167,Malyala-2,64,2,0,65,1,0,56,9,1
2025,8,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412297,Yenmangandla-1,58,1,2,58,3,0,59,2,0
2025,8,NALGONDA,DEVARAKONDA,KANDHUKUR,2304123,Rudraigudem,11,1,1,12,1,0,11,1,1
2025,8,NALGONDA,DEVARAKONDA,KANDHUKUR,2304352,MALYA THANDA,4,2,0,5,1,0,3,3,0
2025,8,MAHABUBABAD ,GUDUR,Pegadapalli,2105179,Otai-III,10,0,2,11,1,0,6,5,1
2025,8,MAHABUBABAD ,GUDUR,Pegadapalli,2105215,Sadireddy Pally-II,12,1,0,13,0,0,8,3,2
2025,8,HYDERABAD,GOLKONDA,Mallepally,1604075,Zeeba Bagh - I,135,12,3,148,0,2,135,13,2
2025,8,KAMAREDDY,MADNOOR,Madnoor,1807120,Somoor,38,0,0,38,0,0,36,2,0
2025,8,MAHABUBABAD ,GUDUR,Ayodyapuram,2105079,Gajulagattu,33,3,0,35,1,0,33,3,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Urban II,2302230,Ramnagar (H B),45,3,0,47,1,0,48,0,0
2025,8,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Urban II,2302237,Pahadinagar,178,0,0,175,0,3,178,0,0
2025,8,SANGAREDDY,NARAYANKHED,Bachepally,1706062,Ramreddypet - I,38,7,3,44,4,0,34,11,3
2025,8,MULUGU,ETURUNAGARAM (T),KANNAIGUDEM,2103150,Muppanapally - I,23,0,0,22,1,0,23,0,0
2025,8,MULUGU,ETURUNAGARAM (T),KANNAIGUDEM,2103157,Rajannapeta,16,0,0,16,0,0,12,3,1
2025,8,NALGONDA,DEVARAKONDA,MUDIGONDA,2304073,Mudigonda-II,18,4,0,20,2,0,18,4,0
2025,8,HANMAKONDA,HANAMKONDA (U),Raipura,2114039,Paddamagadda -1,59,3,1,63,0,0,41,16,6
2025,8,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504017,Mukunoor,79,7,1,84,3,0,82,5,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Revulaplly,1405238,NARSANDODDY,38,12,2,50,2,0,17,18,17
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Revulaplly,1405245,BHEEMPURAM -II,33,23,0,52,4,0,28,27,1
2025,8,KHAMMAM,KALLUR,Penubally,2204151,Karalapadu-2,43,1,0,44,0,0,43,1,0
2025,8,NALGONDA,ANUMULA,Ramadugu,2314112,Hazarigudem,13,1,2,15,1,0,9,3,4
2025,8,NALGONDA,ANUMULA,Ramadugu,2314126,Pulimamidi-II,25,6,1,31,1,0,23,7,2
2025,8,MAHABUBNAGAR,DEVERAKADRA,Amisthapur,1407167,THATIKONDA -2,48,6,3,54,2,1,49,6,2
2025,8,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401115,Mannanoor-III,32,3,2,29,6,2,34,3,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301108,Sukiya thanda,17,1,0,18,0,0,18,0,0
2025,8,HYDERABAD,CHARMINAR,Yakutpura,1603060,Yakutpura darwaja,125,0,2,123,4,0,120,5,2
2025,8,RANGAREDDY,AMANGAL,Chukkapoor,1402144,Chukkapoor-I,40,3,3,44,1,1,32,8,6
2025,8,SURYAPET,CHIVEMLA,Mothey,2317127,Burkacherla-I,14,2,0,15,1,0,8,6,2
2025,8,KHAMMAM,KALLUR,Lankapally,2204208,VM Banjar-8,57,3,1,60,0,1,51,10,0
2025,8,MEDCHAL - MALKAJIGIRI,ALWAL,Alwal,1501023,JJ Nagar,59,3,0,61,1,0,59,3,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Kaloor_timmandoddy,1405295,GANGANPALLY-II,38,6,2,45,1,0,15,24,7
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Kaloor_timmandoddy,1405345,Shiva Rangapur,13,7,0,20,0,0,4,8,8
2025,8,SURYAPET,CHIVEMLA,Athmakur(s),2317227,Pipanayakthanda,17,0,0,17,0,0,10,7,0
2025,8,JANGAON,JANGAON,Bommakur,2101128,Bommakur,13,3,0,16,0,0,15,1,0
2025,8,JANGAON,JANGAON,Bommakur,2101228,Lumbiyatanda,26,3,0,28,1,0,27,2,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406074,23rd Ward - III,35,9,5,47,2,0,36,8,5
2025,8,MAHABUBABAD ,DORNAKAL,Mulkalapally,2118047,Andhanalapadu,21,2,1,21,3,0,20,3,1
2025,8,KARIMNAGAR,GANGADHARA,Gangadhara,2002049,Narsimhulapally,34,8,3,37,6,2,37,6,2
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014081,SAMUDRALINGAPUR-1,45,1,0,43,3,0,38,8,0
2025,8,NIZAMABAD,ARMOOR,Armoor,1801097,Janda Galy,45,12,1,57,1,0,52,5,1
2025,8,MAHABUBABAD ,DORNAKAL,Uyyalawada,2118097,Gurralakunta Thanda,23,0,1,23,0,1,18,3,3
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Elkathurthi,2001063,Indiranagar,39,5,1,44,0,1,34,9,2
2025,8,WARANGAL,NARSAMPET,RUDRAGUDEM,2112267,Medapalli - II,36,0,1,36,0,1,35,2,0
2025,8,NIRMAL,BHAINSA,Owaisinagar,1911272,Shashtri nager I,48,3,1,50,2,0,45,6,1
2025,8,NIRMAL,BHAINSA,Owaisinagar,1911322,Ambedkarnagar,59,0,1,59,0,1,54,5,1
2025,8,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Jammigudem,2201050,Nallabodu,31,1,0,32,0,0,27,5,0
2025,8,NIZAMABAD,ARMOOR,Pipri,1801147,Pipri-4,51,10,5,53,11,2,51,11,4
2025,8,JAGITYAL,DHARMAPURI,Sarangapur,2005257,Konapoor I,18,7,2,25,2,0,16,8,3
2025,8,MEDAK,ALLADURG,Tekmal,1704190,Dadaipally,45,2,1,47,1,0,41,6,1
2025,8,MEDAK,ALLADURG,Tekmal,1704197,Kadloor - LT,20,0,0,19,0,1,18,2,0
2025,8,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Gummadavalli,2201043,Duradapadu-2,45,12,6,54,8,1,42,19,2
2025,8,KAMAREDDY,BANSWADA,Nizamsagar,1802036,Sulthannagar,55,0,0,53,2,0,55,0,0
2025,8,SANGAREDDY,JOGIPET,Khadirabad,1703215,Devnoor - 3,39,1,0,39,1,0,33,5,2
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Subhashnagar,2014016,SUNDARAIAHNAGAR -1,86,0,1,86,1,0,86,0,1
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Peddalingapur,2014135,PEDDLALINGAPOOR-2,39,2,1,40,2,0,39,1,2
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Ghanpur,2111233,GHANPUR BC COL.,34,4,0,36,2,0,34,4,0
2025,8,MAHABUBABAD ,DORNAKAL,Mulkalapally,2118053,Harshanaik Thanda,22,2,0,23,1,0,17,6,1
2025,8,WARANGAL,NARSAMPET,REDLAWADA,2112135,Bollikonda,39,7,1,45,2,0,24,12,11
2025,8,WARANGAL,NARSAMPET,REDLAWADA,2115279,Bhukya Thanda,16,0,2,16,2,0,8,7,3
2025,8,KARIMNAGAR,GANGADHARA,Gangadhara,2002001,Gangadhara-1,45,4,1,47,3,0,39,10,1
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014084,NAGAMPETA-1,69,2,0,68,3,0,71,0,0
2025,8,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Jammigudem,2201047,Utlapalli,23,5,0,28,0,0,20,8,0
2025,8,NIZAMABAD,ARMOOR,Pipri,1801134,Subriyal-1,65,6,0,70,1,0,62,9,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Gudem,2014186,TERLAMADDI-2,22,2,1,25,0,0,15,6,4
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Gudem,2014203,CHIKOODE-1,61,2,0,60,3,0,56,7,0
2025,8,WARANGAL,NARSAMPET,NARSAMPET,2112003,Narsampet - III,93,17,4,109,3,2,32,32,50
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Kothakonda,2001031,Mallaram-3,28,3,1,30,1,1,28,3,1
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Baddamyellareddynagar,2014033,B Y NAGAR - 2,68,0,0,66,2,0,67,1,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Baddamyellareddynagar,2014233,GOPALNAGAR,47,3,0,48,2,0,49,1,0
2025,8,KAMAREDDY,BANSWADA,Nizamsagar,1802112,Narsinghraopally,54,11,2,64,3,0,45,19,3
2025,8,SANGAREDDY,JOGIPET,Khadirabad,1703339,USIRIKAPALLY-2,4,1,1,5,1,0,3,3,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Subhashnagar,2014260,PEDDURU -1,57,1,1,57,2,0,56,1,2
